49,20,10,9,9
56,19,9,9,10
52,19,9,10,9
59,18,10,9,10
59,17,9,10,9
59,17,10,9,9
59,16,9,9,8
59,16,9,8,8
55,16,8,8,7
59,15,8,7,7
52,16,7,7,6
49,18,7,6,7
46,21,6,7,9
38,24,7,9,9
28,27,9,9,7
28,28,9,7,8
26,28,7,8,7
30,27,8,7,8
32,25,7,8,7
43,21,8,7,8
46,20,7,8,8
52,19,8,8,9
52,19,8,9,9
56,18,9,9,9
55,17,9,9,8
55,17,9,8,8
55,17,8,8,8
63,15,8,8,8
59,15,8,8,7
59,15,8,7,7
63,14,7,7,7
63,14,7,7,7
59,15,7,7,7
49,18,7,7,7
41,22,7,7,8
36,24,7,8,8
30,26,8,8,7
25,28,8,7,6
22,29,7,6,5
20,29,6,5,4
20,29,5,4,4
24,27,4,4,5
33,23,4,5,6
40,21,5,6,7
56,18,6,7,9
49,18,7,9,7
48,17,9,7,6
55,16,7,6,7
59,15,6,7,7
67,14,7,7,8
63,14,7,8,7
63,14,8,7,7
59,15,7,7,7
49,18,7,7,7
40,19,7,7,5
34,24,7,5,7
28,27,5,7,7
21,28,7,7,4
20,29,7,4,4
17,30,4,4,2
17,28,4,2,1
18,29,2,1,2
23,28,1,2,5
34,24,2,5,7
36,23,5,7,7
38,22,7,7,7
43,20,7,7,7
40,20,7,7,6
37,20,7,6,5
43,19,6,5,6
37,20,5,6,5
49,18,6,5,7
59,17,5,7,9
63,16,7,9,9
63,16,9,9,9
55,16,9,9,7
38,21,9,7,6
31,24,7,6,6
28,26,6,6,6
23,28,6,6,5
20,30,6,5,5
19,30,5,5,4
18,31,5,4,4
19,31,4,4,5
20,30,4,5,5
25,28,5,5,6
34,25,5,6,8
38,23,6,8,8
38,22,8,8,7
41,22,8,7,8
49,21,7,8,10
49,21,8,10,10
56,19,10,10,10
52,20,10,10,10
52,20,10,10,10
68,18,10,10,12
72,17,10,12,12
60,19,12,12,11
56,21,12,11,12
44,25,11,12,12
41,25,12,12,11
39,26,12,11,11
32,28,11,11,10
23,34,11,10,10
37,28,10,10,12
35,28,10,12,11
42,27,12,11,13
47,25,11,13,13
57,23,13,13,14
57,22,13,14,13
60,21,14,13,13
60,21,13,13,13
60,21,13,13,13
64,20,13,13,13
64,19,13,13,12
64,21,13,12,14
53,23,12,14,13
64,20,14,13,13
64,20,13,13,13
60,21,13,13,13
57,22,13,13,13
36,25,13,13,9
36,26,13,9,10
32,27,9,10,9
25,28,10,9,6
26,28,9,6,7
25,28,6,7,6
26,27,7,6,6
36,24,6,6,8
43,21,6,8,8
49,19,8,8,8
52,19,8,8,9
59,16,8,9,8
63,15,9,8,8
67,14,8,8,8
67,14,8,8,8
67,14,8,8,8
63,14,8,8,7
59,15,8,7,7
41,22,7,7,8
38,23,7,8,8
36,25,8,8,9
26,26,8,9,5
29,24,9,5,5
38,22,5,5,7
52,19,5,7,9
59,17,7,9,9
59,16,9,9,8
63,15,9,8,8
63,14,8,8,7
63,14,8,7,7
67,13,7,7,7
72,12,7,7,7
67,12,7,7,6
67,11,7,6,5
62,11,6,5,4
58,12,5,4,4
45,15,4,4,3
39,17,4,3,3
32,19,3,3,2
19,24,3,2,-1
19,25,2,-1,0
21,25,-1,0,1
21,25,0,1,1
37,17,1,1,2
39,16,1,2,2
44,14,2,2,2
44,14,2,2,2
58,11,2,2,3
58,11,2,3,3
58,10,3,3,2
62,11,3,2,4
58,11,2,4,3
44,14,4,3,2
37,18,3,2,3
31,21,2,3,3
27,23,3,3,3
19,25,3,3,0
19,25,3,0,0
17,26,0,0,-1
18,25,0,-1,-1
22,24,-1,-1,1
27,22,-1,1,2
37,18,1,2,3
45,17,2,3,5
42,17,3,5,4
39,17,5,4,3
42,16,4,3,3
59,14,3,3,6
55,14,3,6,5
51,14,6,5,4
58,13,5,4,5
62,12,4,5,5
58,12,5,5,4
51,13,5,4,3
51,13,4,3,3
39,15,3,3,1
39,17,3,1,3
29,22,1,3,3
22,25,3,3,2
16,28,3,2,0
28,25,2,0,5
38,21,0,5,6
38,21,5,6,6
40,20,6,6,6
37,19,6,6,4
42,17,6,4,4
45,16,4,4,4
42,17,4,4,4
52,17,4,4,7
45,15,4,7,3
42,16,7,3,3
39,17,3,3,3
35,19,3,3,3
37,20,3,3,5
25,24,3,5,3
24,24,5,3,2
28,25,3,2,5
24,25,2,5,3
26,25,5,3,4
24,25,3,4,3
33,23,4,3,6
40,19,3,6,5
52,17,6,5,7
55,17,5,7,8
63,16,7,8,9
59,17,8,9,9
63,16,9,9,9
63,16,9,9,9
72,16,9,9,11
68,17,9,11,11
72,17,11,11,12
72,17,11,12,12
72,17,12,12,12
60,22,12,12,14
50,22,12,14,11
53,23,14,11,13
44,25,11,13,12
44,25,13,12,12
50,23,12,12,12
57,22,12,12,13
60,21,12,13,13
68,20,13,13,14
64,21,13,14,14
68,20,14,14,14
64,20,14,14,13
56,19,14,13,10
52,19,13,10,9
68,16,10,9,10
63,17,9,10,10
68,16,10,10,10
77,14,10,10,10
72,14,10,10,9
72,14,10,9,9
63,15,9,9,8
63,15,9,8,8
63,16,8,8,9
60,19,8,9,11
53,22,9,11,12
53,23,11,12,13
47,25,12,13,13
44,25,13,13,12
41,25,13,12,11
64,20,12,11,13
68,19,11,13,13
64,19,13,13,12
64,19,13,12,12
68,17,12,12,11
55,17,12,11,8
52,16,11,8,6
55,15,8,6,6
63,13,6,6,6
63,13,6,6,6
71,11,6,6,6
76,11,6,6,7
71,11,6,7,6
62,12,7,6,5
72,12,6,5,7
48,16,5,7,5
40,19,7,5,5
29,23,5,5,4
35,21,5,4,5
40,19,4,5,5
52,16,5,5,6
55,15,5,6,6
55,14,6,6,5
59,15,6,5,7
67,13,5,7,7
67,13,7,7,7
63,13,7,7,6
67,12,7,6,6
67,12,6,6,6
67,12,6,6,6
67,12,6,6,6
59,14,6,6,6
59,14,6,6,6
48,17,6,6,6
40,19,6,6,5
43,20,6,5,7
35,21,5,7,5
33,22,7,5,5
33,23,5,5,6
31,22,5,6,4
38,21,6,4,6
43,19,4,6,6
52,17,6,6,7
55,16,6,7,7
59,15,7,7,7
55,15,7,7,6
63,14,7,6,7
63,14,6,7,7
63,13,7,7,6
67,12,7,6,6
67,12,6,6,6
67,11,6,6,5
76,10,6,5,6
76,10,5,6,6
55,16,6,6,7
52,19,6,7,9
38,21,7,9,6
38,22,9,6,7
31,24,6,7,6
29,24,7,6,5
27,24,6,5,4
31,22,5,4,4
37,19,4,4,4
48,16,4,4,5
45,17,4,5,5
48,16,5,5,5
51,15,5,5,5
58,13,5,5,5
51,14,5,5,4
62,12,5,4,5
58,13,4,5,5
71,11,5,5,6
62,12,5,6,5
67,11,6,5,5
62,11,5,5,4
58,12,5,4,4
54,13,4,4,4
51,15,4,4,5
42,17,4,5,4
37,20,5,4,5
33,22,4,5,5
27,24,5,5,4
27,24,5,4,4
26,25,4,4,4
29,23,4,4,4
37,20,4,4,5
48,17,4,5,6
55,16,5,6,7
55,15,6,7,6
55,15,7,6,6
59,14,6,6,6
59,14,6,6,6
67,12,6,6,6
63,13,6,6,6
55,16,6,6,7
48,17,6,7,6
29,25,7,6,6
26,25,6,6,4
23,27,6,4,4
24,27,4,4,5
23,27,4,5,4
23,28,5,4,5
36,24,4,5,8
43,21,5,8,8
49,19,8,8,8
49,18,8,8,7
52,17,8,7,7
55,17,7,7,8
63,15,7,8,8
59,15,8,8,7
59,15,8,7,7
59,15,7,7,7
63,14,7,7,7
63,14,7,7,7
67,13,7,7,7
63,14,7,7,7
63,15,7,7,8
49,20,7,8,9
33,23,8,9,6
32,25,9,6,7
28,25,6,7,5
28,25,7,5,5
34,24,5,5,7
38,21,5,7,6
56,18,7,6,9
59,17,6,9,9
63,16,9,9,9
59,16,9,9,8
63,15,9,8,8
63,15,8,8,8
67,14,8,8,8
72,13,8,8,8
77,12,8,8,8
77,13,8,8,9
63,15,8,9,8
38,21,9,8,6
33,23,8,6,6
22,25,6,6,2
21,24,6,2,0
21,24,2,0,0
23,23,0,0,1
33,20,0,1,3
45,17,1,3,5
51,15,3,5,5
42,17,5,5,4
45,17,5,4,5
58,13,4,5,5
55,14,5,5,5
55,14,5,5,5
62,12,5,5,5
58,12,5,5,4
66,10,5,4,4
16,23,4,4,-4
36,16,4,-4,1
39,15,-4,1,1
51,12,1,1,2
51,12,1,2,2
62,10,2,2,3
62,10,2,3,3
62,10,3,3,3
71,9,3,3,4
66,9,3,4,3
62,9,4,3,2
66,10,3,2,4
54,12,2,4,3
45,15,4,3,3
37,19,3,3,4
28,21,3,4,2
27,21,4,2,1
22,22,2,1,-1
22,22,1,-1,-1
22,22,-1,-1,-1
42,16,-1,-1,3
48,14,-1,3,3
51,14,3,3,4
54,13,3,4,4
54,12,4,4,3
58,11,4,3,3
58,11,3,3,3
66,10,3,3,4
71,9,3,4,4
62,10,4,4,3
71,9,4,3,4
58,10,3,4,2
58,11,4,2,3
54,12,2,3,3
45,15,3,3,3
37,18,3,3,3
33,20,3,3,3
31,21,3,3,3
27,22,3,3,2
28,21,3,2,2
40,18,2,2,4
48,15,2,4,4
55,14,4,4,5
58,13,4,5,5
58,13,5,5,5
67,11,5,5,5
58,13,5,5,5
67,11,5,5,5
67,11,5,5,5
67,11,5,5,5
76,9,5,5,5
82,9,5,5,6
76,9,5,6,5
55,14,6,5,5
48,17,5,5,6
43,19,5,6,6
35,21,6,6,5
31,22,6,5,4
23,23,5,4,1
23,23,4,1,1
28,21,1,1,2
39,17,1,2,3
45,16,2,3,4
48,15,3,4,4
58,13,4,4,5
51,14,4,5,4
58,13,5,4,5
58,12,4,5,4
58,12,5,4,4
66,10,4,4,4
58,11,4,4,3
66,9,4,3,3
66,10,3,3,4
71,9,3,4,4
51,15,4,4,5
55,15,4,5,6
49,19,5,6,8
43,21,6,8,8
41,22,8,8,8
41,23,8,8,9
38,22,8,9,7
52,20,9,7,10
59,18,7,10,10
63,16,10,10,9
59,16,10,9,8
63,15,9,8,8
67,14,8,8,8
67,14,8,8,8
72,13,8,8,8
77,12,8,8,8
77,12,8,8,8
82,11,8,8,8
82,11,8,8,8
72,13,8,8,8
67,14,8,8,8
67,14,8,8,8
67,15,8,8,9
52,18,8,9,8
43,21,9,8,8
43,22,8,8,9
31,23,8,9,5
27,24,9,5,4
27,24,5,4,4
29,23,4,4,4
52,16,4,4,6
55,15,4,6,6
55,15,6,6,6
59,14,6,6,6
59,14,6,6,6
67,13,6,6,7
72,12,6,7,7
76,10,7,7,6
76,10,7,6,6
72,13,6,6,8
59,15,6,8,7
59,16,8,7,8
46,19,7,8,7
46,19,8,7,7
38,21,7,7,6
35,21,7,6,5
38,21,6,5,6
40,20,5,6,6
43,19,6,6,6
59,16,6,6,8
67,14,6,8,8
63,14,8,8,7
63,14,8,7,7
67,13,7,7,7
59,14,7,7,6
67,13,7,6,7
71,10,6,7,5
71,10,7,5,5
76,10,5,5,6
76,10,5,6,6
71,11,6,6,6
67,12,6,6,6
51,15,6,6,5
39,17,6,5,3
35,20,5,3,4
31,21,3,4,3
27,22,4,3,2
27,22,3,2,2
31,21,2,2,3
40,18,2,3,4
48,16,3,4,5
48,15,4,5,4
58,13,5,4,5
48,14,4,5,3
54,12,5,3,3
58,12,3,3,4
54,12,3,4,3
58,11,4,3,3
62,9,3,3,2
76,8,3,2,4
76,8,2,4,4
71,8,4,4,3
76,7,4,3,3
62,10,3,3,3
48,14,3,3,3
39,16,3,3,2
30,18,3,2,0
23,20,2,0,-2
21,20,0,-2,-3
20,21,-2,-3,-3
26,19,-3,-3,-1
39,15,-3,-1,1
41,14,-1,1,1
47,12,1,1,1
47,12,1,1,1
54,10,1,1,1
58,9,1,1,1
58,9,1,1,1
62,8,1,1,1
57,8,1,1,0
61,7,1,0,0
53,7,0,0,-2
70,5,0,-2,0
70,5,-2,0,0
66,6,0,0,0
53,8,0,0,-1
38,12,0,-1,-2
29,15,-1,-2,-3
22,17,-2,-3,-5
17,19,-3,-5,-7
17,19,-5,-7,-7
28,19,-7,-7,0
17,19,-7,0,-7
20,17,0,-7,-6
25,16,-7,-6,-4
35,12,-6,-4,-3
41,11,-4,-3,-2
47,10,-3,-2,-1
46,9,-2,-1,-2
57,7,-1,-2,-1
57,7,-2,-1,-1
53,7,-1,-1,-2
61,5,-1,-2,-2
61,5,-2,-2,-2
61,5,-2,-2,-2
57,5,-2,-2,-3
65,4,-2,-3,-2
57,6,-3,-2,-2
46,9,-2,-2,-2
25,13,-2,-2,-7
23,16,-2,-7,-5
19,18,-7,-5,-6
19,18,-5,-6,-6
19,19,-6,-6,-5
18,20,-6,-5,-5
19,19,-5,-5,-5
21,18,-5,-5,-5
29,15,-5,-5,-3
47,10,-5,-3,-1
58,9,-3,-1,1
50,9,-1,1,-1
53,7,1,-1,-2
53,8,-1,-2,-1
57,7,-2,-1,-1
57,7,-1,-1,-1
57,6,-1,-1,-2
70,5,-1,-2,0
65,4,-2,0,-2
61,4,0,-2,-3
57,5,-2,-3,-3
49,7,-3,-3,-3
38,12,-3,-3,-2
33,14,-3,-2,-2
26,17,-2,-2,-3
21,19,-2,-3,-4
40,20,-3,-4,6
15,21,-4,6,-7
18,18,6,-7,-7
22,17,-7,-7,-5
31,13,-7,-5,-4
38,12,-5,-4,-2
47,10,-4,-2,-1
50,9,-2,-1,-1
53,8,-1,-1,-1
53,8,-1,-1,-1
53,8,-1,-1,-1
61,6,-1,-1,-1
57,6,-1,-1,-2
61,5,-1,-2,-2
57,5,-2,-2,-3
57,5,-2,-3,-3
53,6,-3,-3,-3
23,20,-3,-3,-2
21,21,-3,-2,-2
20,21,-2,-2,-3
34,16,-2,-3,0
44,13,-3,0,1
47,12,0,1,1
50,11,1,1,1
54,10,1,1,1
58,9,1,1,1
62,8,1,1,1
71,7,1,1,2
34,17,1,2,1
66,7,2,1,1
70,6,1,1,1
70,6,1,1,1
66,6,1,1,0
70,6,1,0,1
54,9,0,1,0
41,13,1,0,0
28,18,0,0,-1
23,20,0,-1,-2
21,21,-1,-2,-2
39,15,-2,-2,1
41,14,-2,1,1
38,13,1,1,-1
50,11,1,-1,1
54,10,-1,1,1
62,8,1,1,1
66,7,1,1,1
66,7,1,1,1
66,6,1,1,0
87,6,1,0,4
66,8,0,4,2
54,10,4,2,1
51,12,2,1,2
42,16,1,2,3
39,17,2,3,3
35,19,3,3,3
30,20,3,3,2
27,21,3,2,1
27,21,2,1,1
32,19,1,1,2
39,16,1,2,2
48,14,2,2,3
58,12,2,3,4
54,12,3,4,3
62,10,4,3,3
71,9,3,3,4
76,7,3,4,3
81,7,4,3,4
81,7,3,4,4
81,7,4,4,4
71,8,4,4,3
62,9,4,3,2
51,12,3,2,2
45,15,2,2,3
32,19,2,3,2
30,20,3,2,2
28,21,2,2,2
28,21,2,2,2
35,19,2,2,3
45,16,2,3,4
51,14,3,4,4
54,13,4,4,4
66,10,4,4,4
62,10,4,4,3
66,8,4,3,2
71,8,3,2,3
71,7,2,3,2
66,7,3,2,1
57,7,2,1,-1
66,6,1,-1,0
76,5,-1,0,1
70,6,0,1,1
58,9,1,1,1
39,16,1,1,2
25,21,1,2,0
27,21,2,0,1
35,19,0,1,3
42,16,1,3,3
45,15,3,3,3
48,14,3,3,3
54,12,3,3,3
54,12,3,3,3
51,12,3,3,2
51,12,3,2,2
62,9,2,2,2
66,8,2,2,2
66,8,2,2,2
61,7,2,2,0
50,10,2,0,0
44,12,0,0,0
34,17,0,0,1
30,20,0,1,2
23,21,1,2,-1
20,22,2,-1,-2
20,23,-1,-2,-1
23,22,-2,-1,0
27,21,-1,0,1
48,15,0,1,4
48,15,1,4,4
51,13,4,4,3
44,14,4,3,2
47,13,3,2,2
44,13,2,2,1
54,11,2,1,2
47,12,1,2,1
44,12,2,1,0
66,10,1,0,4
76,8,0,4,4
81,8,4,4,5
76,9,4,5,5
62,11,5,5,4
45,17,5,4,5
33,21,4,5,4
35,21,5,4,5
27,23,4,5,3
25,23,5,3,2
25,23,3,2,2
20,23,2,2,-1
28,21,2,-1,2
52,17,-1,2,7
63,14,2,7,7
41,13,7,7,0
67,12,7,0,6
67,12,0,6,6
76,9,6,6,5
76,9,6,5,5
82,9,5,5,6
81,8,5,6,5
76,9,6,5,5
87,8,5,5,6
81,8,5,6,5
62,11,6,5,4
45,17,5,4,5
55,14,4,5,5
45,17,5,5,5
35,19,5,5,3
30,20,5,3,2
30,20,3,2,2
30,20,2,2,2
35,19,2,2,3
42,16,2,3,3
51,14,3,3,4
54,13,3,4,4
67,11,4,4,5
71,10,4,5,5
67,11,5,5,5
71,10,5,5,5
81,8,5,5,5
76,9,5,5,5
81,8,5,5,5
87,7,5,5,5
87,7,5,5,5
81,7,5,5,4
66,9,5,4,3
51,15,4,3,5
42,18,3,5,5
37,19,5,5,4
37,19,5,4,4
37,20,4,4,5
37,20,4,5,5
45,18,5,5,6
51,15,5,6,5
63,14,6,5,7
55,14,5,7,5
72,12,7,5,7
76,10,5,7,6
76,10,7,6,6
71,10,6,6,5
87,8,6,5,6
82,9,5,6,6
87,8,6,6,6
93,7,6,6,6
93,7,6,6,6
87,8,6,6,6
72,13,6,6,8
63,16,6,8,9
56,19,8,9,10
56,19,9,10,10
68,17,10,10,11
77,15,10,11,11
82,14,11,11,11
88,13,11,11,11
88,13,11,11,11
88,13,11,11,11
88,13,11,11,11
88,12,11,11,10
88,12,11,10,10
94,10,10,10,9
94,10,10,9,9
94,10,9,9,9
100,10,9,9,10
87,10,9,10,8
82,13,10,8,10
72,15,8,10,10
72,15,10,10,10
48,17,10,10,6
50,22,10,6,11
41,23,6,11,9
44,23,11,9,10
47,23,9,10,11
50,22,10,11,11
64,19,11,11,12
72,17,11,12,12
64,18,12,12,11
68,17,12,11,11
68,17,11,11,11
64,18,11,11,11
59,18,11,11,10
59,16,11,10,8
67,15,10,8,9
72,14,8,9,9
76,9,9,9,5
71,8,9,5,3
71,7,5,3,2
70,6,3,2,1
87,5,2,1,3
87,9,1,3,7
72,12,3,7,7
59,15,7,7,7
46,19,7,7,7
33,20,7,7,3
31,21,7,3,3
40,20,3,3,6
43,19,3,6,6
52,17,6,6,7
63,14,6,7,7
63,14,7,7,7
63,13,7,7,6
72,13,7,6,8
76,11,6,8,7
71,11,8,7,6
82,9,7,6,6
87,9,6,6,7
87,9,6,7,7
82,9,7,7,6
82,9,7,6,6
71,10,6,6,5
67,11,6,5,5
62,11,5,5,4
93,8,5,4,7
55,15,4,7,6
48,17,7,6,6
52,18,6,6,8
56,18,6,8,9
56,18,8,9,9
59,17,9,9,9
67,15,9,9,9
72,14,9,9,9
77,13,9,9,9
82,11,9,9,8
82,11,9,8,8
82,11,8,8,8
82,10,8,8,7
87,9,8,7,7
100,8,7,7,8
93,8,7,8,7
87,9,8,7,7
87,10,7,7,8
67,13,7,8,7
55,16,8,7,7
49,18,7,7,7
40,20,7,7,6
38,21,7,6,6
33,22,6,6,5
29,22,6,5,3
37,20,5,3,5
42,18,3,5,5
59,14,5,5,6
59,14,5,6,6
58,13,6,6,5
67,13,6,5,7
67,13,5,7,7
67,13,7,7,7
72,12,7,7,7
67,11,7,7,5
66,10,7,5,4
71,10,5,4,5
71,10,4,5,5
87,10,5,5,8
82,11,5,8,8
59,16,8,8,8
56,18,8,8,9
40,21,8,9,7
38,22,9,7,7
33,23,7,7,6
31,22,7,6,4
23,22,6,4,0
31,21,4,0,3
49,18,0,3,7
72,15,3,7,10
88,13,7,10,11
88,13,10,11,11
88,13,11,11,11
94,12,11,11,11
94,12,11,11,11
94,11,11,11,10
94,12,11,10,11
100,11,10,11,11
100,10,11,11,10
77,16,11,10,12
60,19,10,12,11
50,23,12,11,12
50,23,11,12,12
50,23,12,12,12
53,22,12,12,12
64,19,12,12,12
72,17,12,12,12
68,18,12,12,12
68,17,12,12,11
68,17,12,11,11
72,16,11,11,11
88,15,11,11,13
94,13,11,13,12
94,13,13,12,12
100,12,12,12,12
100,11,12,12,11
88,11,12,11,9
100,10,11,9,10
100,11,9,10,11
94,12,10,11,11
68,16,11,11,10
52,19,11,10,9
46,20,10,9,8
43,21,9,8,8
43,21,8,8,8
46,21,8,8,9
49,20,8,9,9
63,17,9,9,10
68,16,9,10,10
67,15,10,10,9
72,14,10,9,9
77,13,9,9,9
77,13,9,9,9
88,11,9,9,9
77,12,9,9,8
87,10,9,8,8
82,11,8,8,8
100,9,8,8,9
100,9,8,9,9
87,9,9,9,7
76,11,9,7,7
77,14,7,7,10
59,16,7,10,8
49,20,10,8,9
43,21,8,9,8
46,21,9,8,9
43,21,8,9,8
46,20,9,8,8
56,18,8,8,9
72,16,8,9,11
67,15,9,11,9
67,15,11,9,9
72,14,9,9,9
77,12,9,9,8
94,11,9,8,10
94,11,8,10,10
94,11,10,10,10
82,11,10,10,8
82,11,10,8,8
82,11,8,8,8
82,10,8,8,7
71,11,8,7,6
67,13,7,6,7
59,15,6,7,7
52,18,7,7,8
49,19,7,8,8
46,20,8,8,8
43,21,8,8,8
38,22,8,8,7
43,21,8,7,8
56,18,7,8,9
63,16,8,9,9
67,15,9,9,9
72,14,9,9,9
77,13,9,9,9
72,14,9,9,9
77,13,9,9,9
77,13,9,9,9
88,11,9,9,9
88,11,9,9,9
94,10,9,9,9
94,10,9,9,9
87,10,9,9,8
87,10,9,8,8
82,11,8,8,8
63,14,8,8,7
55,16,8,7,7
46,19,7,7,7
43,21,7,7,8
38,21,7,8,6
35,22,8,6,6
35,22,6,6,6
40,21,6,6,7
63,16,6,7,9
67,15,7,9,9
77,14,9,9,10
77,13,9,10,9
77,13,10,9,9
77,13,9,9,9
82,12,9,9,9
88,11,9,9,9
88,11,9,9,9
82,11,9,9,8
94,10,9,8,9
94,10,8,9,9
88,11,9,9,9
82,11,9,9,8
67,13,9,8,7
63,15,8,7,8
56,18,7,8,9
52,20,8,9,10
46,21,9,10,9
49,21,10,9,10
49,21,9,10,10
56,20,10,10,11
64,18,10,11,11
77,16,11,11,12
82,15,11,12,12
88,14,12,12,12
88,13,12,12,11
94,13,12,11,12
94,12,11,12,11
100,11,12,11,11
100,9,11,11,9
100,9,11,9,9
100,9,9,9,9
100,9,9,9,9
93,9,9,9,8
88,12,9,8,10
72,17,8,10,12
64,19,10,12,12
56,21,12,12,12
46,21,12,12,9
53,21,12,9,11
56,20,9,11,11
68,18,11,11,12
77,16,11,12,12
82,15,12,12,12
88,14,12,12,12
88,13,12,12,11
88,13,12,11,11
88,13,11,11,11
94,12,11,11,11
100,10,11,11,10
100,10,11,10,10
100,9,10,10,9
100,9,10,9,9
100,9,9,9,9
100,8,9,9,8
100,9,9,8,9
94,10,8,9,9
88,12,9,9,10
72,15,9,10,10
72,17,10,10,12
64,19,10,12,12
52,20,12,12,10
49,21,12,10,10
52,20,10,10,10
60,19,10,10,11
63,17,10,11,10
77,14,11,10,10
77,14,10,10,10
88,12,10,10,10
94,11,10,10,10
94,11,10,10,10
100,10,10,10,10
100,9,10,10,9
100,9,10,9,9
100,9,9,9,9
100,9,9,9,9
100,10,9,9,10
94,12,9,10,11
77,14,10,11,10
72,16,11,10,11
56,19,10,11,10
56,19,11,10,10
46,20,10,10,8
46,21,10,8,9
40,21,8,9,7
49,19,9,7,8
56,18,7,8,9
67,15,8,9,9
77,14,9,9,10
67,14,9,10,8
88,12,10,8,10
88,12,8,10,10
88,11,10,10,9
94,11,10,9,10
94,11,9,10,10
88,12,10,10,10
88,14,10,10,12
68,17,10,12,11
52,19,12,11,9
52,20,11,9,10
49,20,9,10,9
53,21,10,9,11
46,21,9,11,9
40,21,11,9,7
49,20,9,7,9
67,15,7,9,9
77,15,9,9,11
72,15,9,11,10
72,16,11,10,11
77,15,10,11,11
88,13,11,11,11
88,13,11,11,11
94,12,11,11,11
100,11,11,11,11
94,11,11,11,10
88,12,11,10,10
82,14,10,10,11
68,17,10,11,11
56,20,11,11,11
38,21,11,11,6
35,22,11,6,6
31,22,6,6,4
31,22,6,4,4
33,21,4,4,4
55,16,4,4,7
59,16,4,7,8
72,14,7,8,9
82,13,8,9,10
82,12,9,10,9
88,11,10,9,9
88,11,9,9,9
94,10,9,9,9
100,9,9,9,9
100,9,9,9,9
93,9,9,9,8
100,9,9,8,9
94,12,8,9,11
72,16,9,11,11
72,17,11,11,12
60,19,11,12,11
49,19,12,11,8
46,20,11,8,8
46,20,8,8,8
68,18,8,8,12
82,16,8,12,13
88,14,12,13,12
82,14,13,12,11
94,13,12,11,12
94,13,11,12,12
100,11,12,12,11
100,10,12,11,10
100,10,11,10,10
100,8,10,10,8
100,8,10,8,8
100,7,8,8,7
100,7,8,7,7
100,7,7,7,7
100,9,7,7,9
88,11,7,9,9
72,15,9,9,10
52,17,9,10,7
49,19,10,7,8
37,19,7,8,4
33,20,8,4,3
33,20,4,3,3
35,19,3,3,3
45,16,3,3,4
55,14,3,4,5
59,14,4,5,6
63,13,5,6,6
71,11,6,6,6
71,11,6,6,6
82,9,6,6,6
82,9,6,6,6
87,8,6,6,6
82,9,6,6,6
87,7,6,6,5
93,7,6,5,6
93,7,5,6,6
76,9,6,6,5
72,12,6,5,7
63,15,5,7,8
45,17,7,8,5
42,18,8,5,5
